RMSprop using torch built-in
nsamples=512, batch_size=64, epoch=100, lr=0.02
initial Wa=0.10000000149011612, Wb=1.7999999523162842
updates=1, Epoch=0, minibatch=0, loss=0.26047, Wa=0.1000, Wb=1.8000
updates=308, Epoch=38, minibatch=3, loss=0.00201, Wa=1.2366, Wb=1.2466
updates=309, Epoch=38, minibatch=4, loss=0.00198, Wa=1.2372, Wb=1.2464
updates=310, Epoch=38, minibatch=5, loss=0.00160, Wa=1.2408, Wb=1.2456
updates=311, Epoch=38, minibatch=6, loss=0.00116, Wa=1.2413, Wb=1.2456
updates=312, Epoch=38, minibatch=7, loss=0.00141, Wa=1.2416, Wb=1.2455
updates=313, Epoch=39, minibatch=0, loss=0.00123, Wa=1.2417, Wb=1.2448
updates=314, Epoch=39, minibatch=1, loss=0.00167, Wa=1.2419, Wb=1.2447
updates=315, Epoch=39, minibatch=2, loss=0.00092, Wa=1.2424, Wb=1.2439
updates=316, Epoch=39, minibatch=3, loss=0.00164, Wa=1.2425, Wb=1.2435
updates=317, Epoch=39, minibatch=4, loss=0.00102, Wa=1.2429, Wb=1.2434
updates=318, Epoch=39, minibatch=5, loss=0.00123, Wa=1.2430, Wb=1.2429
updates=319, Epoch=39, minibatch=6, loss=0.00185, Wa=1.2433, Wb=1.2422
updates=320, Epoch=39, minibatch=7, loss=0.00134, Wa=1.2442, Wb=1.2430
updates=321, Epoch=40, minibatch=0, loss=0.00100, Wa=1.2445, Wb=1.2428
updates=322, Epoch=40, minibatch=1, loss=0.00112, Wa=1.2446, Wb=1.2427
updates=323, Epoch=40, minibatch=2, loss=0.00123, Wa=1.2448, Wb=1.2422
updates=324, Epoch=40, minibatch=3, loss=0.00143, Wa=1.2449, Wb=1.2423
updates=325, Epoch=40, minibatch=4, loss=0.00117, Wa=1.2452, Wb=1.2415
updates=326, Epoch=40, minibatch=5, loss=0.00108, Wa=1.2455, Wb=1.2417
updates=327, Epoch=40, minibatch=6, loss=0.00117, Wa=1.2458, Wb=1.2414
updates=328, Epoch=40, minibatch=7, loss=0.00157, Wa=1.2461, Wb=1.2413
updates=329, Epoch=41, minibatch=0, loss=0.00141, Wa=1.2466, Wb=1.2411
updates=330, Epoch=41, minibatch=1, loss=0.00120, Wa=1.2470, Wb=1.2401
updates=331, Epoch=41, minibatch=2, loss=0.00153, Wa=1.2472, Wb=1.2407
updates=332, Epoch=41, minibatch=3, loss=0.00097, Wa=1.2490, Wb=1.2393
updates=333, Epoch=41, minibatch=4, loss=0.00099, Wa=1.2492, Wb=1.2401
updates=334, Epoch=41, minibatch=5, loss=0.00097, Wa=1.2494, Wb=1.2400
updates=335, Epoch=41, minibatch=6, loss=0.00113, Wa=1.2495, Wb=1.2401
updates=336, Epoch=41, minibatch=7, loss=0.00115, Wa=1.2498, Wb=1.2402
updates=337, Epoch=42, minibatch=0, loss=0.00093, Wa=1.2502, Wb=1.2396
updates=338, Epoch=42, minibatch=1, loss=0.00103, Wa=1.2502, Wb=1.2387
updates=339, Epoch=42, minibatch=2, loss=0.00115, Wa=1.2503, Wb=1.2385
updates=340, Epoch=42, minibatch=3, loss=0.00123, Wa=1.2508, Wb=1.2389
updates=341, Epoch=42, minibatch=4, loss=0.00089, Wa=1.2510, Wb=1.2392
updates=342, Epoch=42, minibatch=5, loss=0.00112, Wa=1.2511, Wb=1.2384
updates=343, Epoch=42, minibatch=6, loss=0.00110, Wa=1.2516, Wb=1.2383
updates=344, Epoch=42, minibatch=7, loss=0.00088, Wa=1.2517, Wb=1.2384
updates=345, Epoch=43, minibatch=0, loss=0.00120, Wa=1.2517, Wb=1.2383
updates=346, Epoch=43, minibatch=1, loss=0.00107, Wa=1.2520, Wb=1.2380
updates=347, Epoch=43, minibatch=2, loss=0.00113, Wa=1.2523, Wb=1.2379
updates=348, Epoch=43, minibatch=3, loss=0.00092, Wa=1.2534, Wb=1.2382
updates=349, Epoch=43, minibatch=4, loss=0.00093, Wa=1.2535, Wb=1.2376
updates=350, Epoch=43, minibatch=5, loss=0.00103, Wa=1.2537, Wb=1.2377
updates=351, Epoch=43, minibatch=6, loss=0.00090, Wa=1.2538, Wb=1.2368
updates=352, Epoch=43, minibatch=7, loss=0.00092, Wa=1.2539, Wb=1.2386
updates=353, Epoch=44, minibatch=0, loss=0.00095, Wa=1.2539, Wb=1.2368
updates=354, Epoch=44, minibatch=1, loss=0.00113, Wa=1.2540, Wb=1.2368
updates=355, Epoch=44, minibatch=2, loss=0.00085, Wa=1.2544, Wb=1.2372
updates=356, Epoch=44, minibatch=3, loss=0.00098, Wa=1.2546, Wb=1.2369
updates=357, Epoch=44, minibatch=4, loss=0.00101, Wa=1.2546, Wb=1.2362
updates=358, Epoch=44, minibatch=5, loss=0.00088, Wa=1.2547, Wb=1.2362
updates=359, Epoch=44, minibatch=6, loss=0.00091, Wa=1.2548, Wb=1.2360
updates=360, Epoch=44, minibatch=7, loss=0.00110, Wa=1.2549, Wb=1.2359
updates=361, Epoch=45, minibatch=0, loss=0.00093, Wa=1.2554, Wb=1.2359
updates=362, Epoch=45, minibatch=1, loss=0.00097, Wa=1.2555, Wb=1.2358
updates=363, Epoch=45, minibatch=2, loss=0.00092, Wa=1.2555, Wb=1.2355
updates=364, Epoch=45, minibatch=3, loss=0.00103, Wa=1.2556, Wb=1.2360
updates=365, Epoch=45, minibatch=4, loss=0.00104, Wa=1.2558, Wb=1.2364
updates=366, Epoch=45, minibatch=5, loss=0.00092, Wa=1.2563, Wb=1.2366
updates=367, Epoch=45, minibatch=6, loss=0.00079, Wa=1.2563, Wb=1.2349
updates=368, Epoch=45, minibatch=7, loss=0.00092, Wa=1.2563, Wb=1.2350
updates=369, Epoch=46, minibatch=0, loss=0.00085, Wa=1.2565, Wb=1.2351
updates=370, Epoch=46, minibatch=1, loss=0.00115, Wa=1.2566, Wb=1.2359
updates=371, Epoch=46, minibatch=2, loss=0.00099, Wa=1.2570, Wb=1.2367
updates=372, Epoch=46, minibatch=3, loss=0.00077, Wa=1.2570, Wb=1.2353
updates=373, Epoch=46, minibatch=4, loss=0.00081, Wa=1.2577, Wb=1.2353
updates=374, Epoch=46, minibatch=5, loss=0.00095, Wa=1.2577, Wb=1.2342
updates=375, Epoch=46, minibatch=6, loss=0.00096, Wa=1.2578, Wb=1.2345
updates=376, Epoch=46, minibatch=7, loss=0.00089, Wa=1.2579, Wb=1.2345
updates=377, Epoch=47, minibatch=0, loss=0.00085, Wa=1.2579, Wb=1.2342
updates=378, Epoch=47, minibatch=1, loss=0.00100, Wa=1.2583, Wb=1.2343
updates=379, Epoch=47, minibatch=2, loss=0.00099, Wa=1.2586, Wb=1.2347
updates=380, Epoch=47, minibatch=3, loss=0.00081, Wa=1.2587, Wb=1.2351
updates=381, Epoch=47, minibatch=4, loss=0.00092, Wa=1.2586, Wb=1.2351
updates=382, Epoch=47, minibatch=5, loss=0.00094, Wa=1.2586, Wb=1.2343
updates=383, Epoch=47, minibatch=6, loss=0.00084, Wa=1.2586, Wb=1.2340
updates=384, Epoch=47, minibatch=7, loss=0.00085, Wa=1.2587, Wb=1.2340
updates=385, Epoch=48, minibatch=0, loss=0.00091, Wa=1.2587, Wb=1.2335
updates=386, Epoch=48, minibatch=1, loss=0.00091, Wa=1.2587, Wb=1.2332
updates=387, Epoch=48, minibatch=2, loss=0.00087, Wa=1.2588, Wb=1.2332
updates=388, Epoch=48, minibatch=3, loss=0.00106, Wa=1.2588, Wb=1.2334
updates=389, Epoch=48, minibatch=4, loss=0.00076, Wa=1.2588, Wb=1.2325
updates=390, Epoch=48, minibatch=5, loss=0.00096, Wa=1.2590, Wb=1.2333
updates=391, Epoch=48, minibatch=6, loss=0.00083, Wa=1.2593, Wb=1.2340
updates=392, Epoch=48, minibatch=7, loss=0.00083, Wa=1.2592, Wb=1.2341
updates=393, Epoch=49, minibatch=0, loss=0.00079, Wa=1.2593, Wb=1.2337
updates=394, Epoch=49, minibatch=1, loss=0.00094, Wa=1.2595, Wb=1.2338
updates=395, Epoch=49, minibatch=2, loss=0.00085, Wa=1.2597, Wb=1.2332
updates=396, Epoch=49, minibatch=3, loss=0.00095, Wa=1.2598, Wb=1.2322
updates=397, Epoch=49, minibatch=4, loss=0.00095, Wa=1.2598, Wb=1.2336
updates=398, Epoch=49, minibatch=5, loss=0.00106, Wa=1.2598, Wb=1.2335
updates=399, Epoch=49, minibatch=6, loss=0.00073, Wa=1.2598, Wb=1.2338
updates=400, Epoch=49, minibatch=7, loss=0.00082, Wa=1.2598, Wb=1.2342
updates=401, Epoch=50, minibatch=0, loss=0.00090, Wa=1.2597, Wb=1.2333
updates=402, Epoch=50, minibatch=1, loss=0.00103, Wa=1.2596, Wb=1.2327
updates=403, Epoch=50, minibatch=2, loss=0.00094, Wa=1.2597, Wb=1.2341
updates=404, Epoch=50, minibatch=3, loss=0.00092, Wa=1.2597, Wb=1.2339
updates=405, Epoch=50, minibatch=4, loss=0.00077, Wa=1.2598, Wb=1.2324
updates=406, Epoch=50, minibatch=5, loss=0.00084, Wa=1.2598, Wb=1.2318
updates=407, Epoch=50, minibatch=6, loss=0.00093, Wa=1.2600, Wb=1.2325
updates=408, Epoch=50, minibatch=7, loss=0.00075, Wa=1.2600, Wb=1.2331
updates=409, Epoch=51, minibatch=0, loss=0.00081, Wa=1.2601, Wb=1.2335
updates=410, Epoch=51, minibatch=1, loss=0.00086, Wa=1.2603, Wb=1.2335
updates=411, Epoch=51, minibatch=2, loss=0.00087, Wa=1.2603, Wb=1.2335
updates=412, Epoch=51, minibatch=3, loss=0.00086, Wa=1.2603, Wb=1.2338
updates=413, Epoch=51, minibatch=4, loss=0.00077, Wa=1.2603, Wb=1.2338
updates=414, Epoch=51, minibatch=5, loss=0.00099, Wa=1.2604, Wb=1.2330
updates=415, Epoch=51, minibatch=6, loss=0.00100, Wa=1.2604, Wb=1.2339
updates=416, Epoch=51, minibatch=7, loss=0.00089, Wa=1.2603, Wb=1.2331
updates=417, Epoch=52, minibatch=0, loss=0.00082, Wa=1.2603, Wb=1.2327
updates=418, Epoch=52, minibatch=1, loss=0.00090, Wa=1.2603, Wb=1.2339
updates=419, Epoch=52, minibatch=2, loss=0.00086, Wa=1.2603, Wb=1.2335
updates=420, Epoch=52, minibatch=3, loss=0.00083, Wa=1.2602, Wb=1.2331
updates=421, Epoch=52, minibatch=4, loss=0.00097, Wa=1.2603, Wb=1.2332
updates=422, Epoch=52, minibatch=5, loss=0.00081, Wa=1.2603, Wb=1.2334
updates=423, Epoch=52, minibatch=6, loss=0.00086, Wa=1.2603, Wb=1.2327
updates=424, Epoch=52, minibatch=7, loss=0.00103, Wa=1.2606, Wb=1.2339
updates=425, Epoch=53, minibatch=0, loss=0.00089, Wa=1.2605, Wb=1.2321
updates=426, Epoch=53, minibatch=1, loss=0.00102, Wa=1.2605, Wb=1.2329
updates=427, Epoch=53, minibatch=2, loss=0.00087, Wa=1.2605, Wb=1.2328
updates=428, Epoch=53, minibatch=3, loss=0.00092, Wa=1.2606, Wb=1.2328
updates=429, Epoch=53, minibatch=4, loss=0.00078, Wa=1.2606, Wb=1.2320
updates=430, Epoch=53, minibatch=5, loss=0.00093, Wa=1.2606, Wb=1.2314
updates=431, Epoch=53, minibatch=6, loss=0.00092, Wa=1.2606, Wb=1.2319
updates=432, Epoch=53, minibatch=7, loss=0.00072, Wa=1.2606, Wb=1.2318
updates=433, Epoch=54, minibatch=0, loss=0.00089, Wa=1.2607, Wb=1.2328
updates=434, Epoch=54, minibatch=1, loss=0.00088, Wa=1.2608, Wb=1.2319
updates=435, Epoch=54, minibatch=2, loss=0.00085, Wa=1.2608, Wb=1.2331
updates=436, Epoch=54, minibatch=3, loss=0.00097, Wa=1.2608, Wb=1.2334
updates=437, Epoch=54, minibatch=4, loss=0.00093, Wa=1.2609, Wb=1.2335
updates=438, Epoch=54, minibatch=5, loss=0.00081, Wa=1.2609, Wb=1.2337
updates=439, Epoch=54, minibatch=6, loss=0.00082, Wa=1.2610, Wb=1.2343
updates=440, Epoch=54, minibatch=7, loss=0.00092, Wa=1.2609, Wb=1.2338
updates=441, Epoch=55, minibatch=0, loss=0.00098, Wa=1.2607, Wb=1.2318
updates=442, Epoch=55, minibatch=1, loss=0.00087, Wa=1.2608, Wb=1.2322
updates=443, Epoch=55, minibatch=2, loss=0.00089, Wa=1.2608, Wb=1.2327
updates=444, Epoch=55, minibatch=3, loss=0.00098, Wa=1.2609, Wb=1.2333
updates=445, Epoch=55, minibatch=4, loss=0.00083, Wa=1.2609, Wb=1.2329
updates=446, Epoch=55, minibatch=5, loss=0.00085, Wa=1.2607, Wb=1.2321
updates=447, Epoch=55, minibatch=6, loss=0.00087, Wa=1.2607, Wb=1.2324
updates=448, Epoch=55, minibatch=7, loss=0.00078, Wa=1.2608, Wb=1.2323
updates=449, Epoch=56, minibatch=0, loss=0.00095, Wa=1.2608, Wb=1.2321
updates=450, Epoch=56, minibatch=1, loss=0.00080, Wa=1.2610, Wb=1.2315
updates=451, Epoch=56, minibatch=2, loss=0.00086, Wa=1.2611, Wb=1.2324
updates=452, Epoch=56, minibatch=3, loss=0.00093, Wa=1.2611, Wb=1.2325
updates=453, Epoch=56, minibatch=4, loss=0.00083, Wa=1.2610, Wb=1.2306
updates=454, Epoch=56, minibatch=5, loss=0.00084, Wa=1.2609, Wb=1.2306
updates=455, Epoch=56, minibatch=6, loss=0.00103, Wa=1.2607, Wb=1.2322
updates=456, Epoch=56, minibatch=7, loss=0.00083, Wa=1.2608, Wb=1.2328
updates=457, Epoch=57, minibatch=0, loss=0.00090, Wa=1.2610, Wb=1.2332
updates=458, Epoch=57, minibatch=1, loss=0.00084, Wa=1.2612, Wb=1.2337
updates=459, Epoch=57, minibatch=2, loss=0.00082, Wa=1.2611, Wb=1.2338
updates=460, Epoch=57, minibatch=3, loss=0.00092, Wa=1.2612, Wb=1.2325
updates=461, Epoch=57, minibatch=4, loss=0.00090, Wa=1.2612, Wb=1.2334
updates=462, Epoch=57, minibatch=5, loss=0.00077, Wa=1.2611, Wb=1.2328
updates=463, Epoch=57, minibatch=6, loss=0.00091, Wa=1.2610, Wb=1.2324
updates=464, Epoch=57, minibatch=7, loss=0.00100, Wa=1.2610, Wb=1.2336
updates=465, Epoch=58, minibatch=0, loss=0.00091, Wa=1.2609, Wb=1.2321
updates=466, Epoch=58, minibatch=1, loss=0.00105, Wa=1.2608, Wb=1.2320
updates=467, Epoch=58, minibatch=2, loss=0.00076, Wa=1.2608, Wb=1.2321
updates=468, Epoch=58, minibatch=3, loss=0.00083, Wa=1.2605, Wb=1.2322
updates=469, Epoch=58, minibatch=4, loss=0.00084, Wa=1.2607, Wb=1.2342
updates=470, Epoch=58, minibatch=5, loss=0.00088, Wa=1.2610, Wb=1.2346
updates=471, Epoch=58, minibatch=6, loss=0.00095, Wa=1.2609, Wb=1.2320
updates=472, Epoch=58, minibatch=7, loss=0.00087, Wa=1.2610, Wb=1.2312
updates=473, Epoch=59, minibatch=0, loss=0.00102, Wa=1.2611, Wb=1.2323
updates=474, Epoch=59, minibatch=1, loss=0.00070, Wa=1.2612, Wb=1.2309
updates=475, Epoch=59, minibatch=2, loss=0.00091, Wa=1.2612, Wb=1.2316
updates=476, Epoch=59, minibatch=3, loss=0.00095, Wa=1.2611, Wb=1.2314
updates=477, Epoch=59, minibatch=4, loss=0.00091, Wa=1.2611, Wb=1.2322
updates=478, Epoch=59, minibatch=5, loss=0.00079, Wa=1.2612, Wb=1.2322
updates=479, Epoch=59, minibatch=6, loss=0.00082, Wa=1.2611, Wb=1.2320
updates=480, Epoch=59, minibatch=7, loss=0.00096, Wa=1.2612, Wb=1.2331
updates=481, Epoch=60, minibatch=0, loss=0.00099, Wa=1.2611, Wb=1.2332
updates=482, Epoch=60, minibatch=1, loss=0.00095, Wa=1.2611, Wb=1.2327
updates=483, Epoch=60, minibatch=2, loss=0.00094, Wa=1.2611, Wb=1.2331
updates=484, Epoch=60, minibatch=3, loss=0.00087, Wa=1.2610, Wb=1.2338
updates=485, Epoch=60, minibatch=4, loss=0.00089, Wa=1.2611, Wb=1.2329
updates=486, Epoch=60, minibatch=5, loss=0.00086, Wa=1.2612, Wb=1.2325
updates=487, Epoch=60, minibatch=6, loss=0.00076, Wa=1.2613, Wb=1.2337
updates=488, Epoch=60, minibatch=7, loss=0.00078, Wa=1.2611, Wb=1.2322
updates=489, Epoch=61, minibatch=0, loss=0.00091, Wa=1.2611, Wb=1.2323
updates=490, Epoch=61, minibatch=1, loss=0.00101, Wa=1.2611, Wb=1.2323
updates=491, Epoch=61, minibatch=2, loss=0.00093, Wa=1.2610, Wb=1.2316
updates=492, Epoch=61, minibatch=3, loss=0.00078, Wa=1.2609, Wb=1.2318
updates=493, Epoch=61, minibatch=4, loss=0.00096, Wa=1.2609, Wb=1.2322
updates=494, Epoch=61, minibatch=5, loss=0.00095, Wa=1.2608, Wb=1.2313
updates=495, Epoch=61, minibatch=6, loss=0.00072, Wa=1.2609, Wb=1.2325
updates=496, Epoch=61, minibatch=7, loss=0.00078, Wa=1.2610, Wb=1.2323
updates=497, Epoch=62, minibatch=0, loss=0.00094, Wa=1.2612, Wb=1.2332
updates=498, Epoch=62, minibatch=1, loss=0.00087, Wa=1.2613, Wb=1.2331
updates=499, Epoch=62, minibatch=2, loss=0.00103, Wa=1.2613, Wb=1.2337
updates=500, Epoch=62, minibatch=3, loss=0.00082, Wa=1.2612, Wb=1.2335
updates=501, Epoch=62, minibatch=4, loss=0.00096, Wa=1.2612, Wb=1.2329
updates=502, Epoch=62, minibatch=5, loss=0.00088, Wa=1.2612, Wb=1.2346
updates=503, Epoch=62, minibatch=6, loss=0.00085, Wa=1.2611, Wb=1.2340
updates=504, Epoch=62, minibatch=7, loss=0.00071, Wa=1.2613, Wb=1.2333
updates=505, Epoch=63, minibatch=0, loss=0.00091, Wa=1.2611, Wb=1.2312
updates=506, Epoch=63, minibatch=1, loss=0.00086, Wa=1.2612, Wb=1.2333
updates=507, Epoch=63, minibatch=2, loss=0.00090, Wa=1.2612, Wb=1.2329
updates=508, Epoch=63, minibatch=3, loss=0.00081, Wa=1.2613, Wb=1.2321
updates=509, Epoch=63, minibatch=4, loss=0.00080, Wa=1.2613, Wb=1.2324
updates=510, Epoch=63, minibatch=5, loss=0.00093, Wa=1.2613, Wb=1.2309
updates=511, Epoch=63, minibatch=6, loss=0.00079, Wa=1.2613, Wb=1.2320
updates=512, Epoch=63, minibatch=7, loss=0.00108, Wa=1.2611, Wb=1.2305
updates=513, Epoch=64, minibatch=0, loss=0.00080, Wa=1.2611, Wb=1.2322
updates=514, Epoch=64, minibatch=1, loss=0.00080, Wa=1.2611, Wb=1.2310
updates=515, Epoch=64, minibatch=2, loss=0.00090, Wa=1.2611, Wb=1.2326
updates=516, Epoch=64, minibatch=3, loss=0.00083, Wa=1.2612, Wb=1.2337
updates=517, Epoch=64, minibatch=4, loss=0.00089, Wa=1.2615, Wb=1.2332
updates=518, Epoch=64, minibatch=5, loss=0.00093, Wa=1.2614, Wb=1.2319
updates=519, Epoch=64, minibatch=6, loss=0.00095, Wa=1.2610, Wb=1.2306
updates=520, Epoch=64, minibatch=7, loss=0.00099, Wa=1.2612, Wb=1.2325
updates=521, Epoch=65, minibatch=0, loss=0.00089, Wa=1.2611, Wb=1.2326
updates=522, Epoch=65, minibatch=1, loss=0.00089, Wa=1.2611, Wb=1.2336
updates=523, Epoch=65, minibatch=2, loss=0.00101, Wa=1.2610, Wb=1.2320
updates=524, Epoch=65, minibatch=3, loss=0.00091, Wa=1.2611, Wb=1.2334
updates=525, Epoch=65, minibatch=4, loss=0.00084, Wa=1.2611, Wb=1.2348
updates=526, Epoch=65, minibatch=5, loss=0.00085, Wa=1.2611, Wb=1.2327
updates=527, Epoch=65, minibatch=6, loss=0.00087, Wa=1.2607, Wb=1.2323
updates=528, Epoch=65, minibatch=7, loss=0.00082, Wa=1.2610, Wb=1.2325
updates=529, Epoch=66, minibatch=0, loss=0.00088, Wa=1.2612, Wb=1.2317
updates=530, Epoch=66, minibatch=1, loss=0.00091, Wa=1.2611, Wb=1.2292
updates=531, Epoch=66, minibatch=2, loss=0.00080, Wa=1.2612, Wb=1.2300
updates=532, Epoch=66, minibatch=3, loss=0.00100, Wa=1.2611, Wb=1.2303
updates=533, Epoch=66, minibatch=4, loss=0.00090, Wa=1.2610, Wb=1.2307
updates=534, Epoch=66, minibatch=5, loss=0.00084, Wa=1.2609, Wb=1.2323
updates=535, Epoch=66, minibatch=6, loss=0.00097, Wa=1.2612, Wb=1.2316
updates=536, Epoch=66, minibatch=7, loss=0.00076, Wa=1.2612, Wb=1.2337
updates=537, Epoch=67, minibatch=0, loss=0.00070, Wa=1.2613, Wb=1.2343
updates=538, Epoch=67, minibatch=1, loss=0.00083, Wa=1.2612, Wb=1.2336
updates=539, Epoch=67, minibatch=2, loss=0.00094, Wa=1.2612, Wb=1.2331
updates=540, Epoch=67, minibatch=3, loss=0.00091, Wa=1.2610, Wb=1.2330
updates=541, Epoch=67, minibatch=4, loss=0.00082, Wa=1.2613, Wb=1.2325
updates=542, Epoch=67, minibatch=5, loss=0.00096, Wa=1.2613, Wb=1.2315
updates=543, Epoch=67, minibatch=6, loss=0.00099, Wa=1.2610, Wb=1.2327
updates=544, Epoch=67, minibatch=7, loss=0.00095, Wa=1.2611, Wb=1.2356
updates=545, Epoch=68, minibatch=0, loss=0.00095, Wa=1.2613, Wb=1.2327
updates=546, Epoch=68, minibatch=1, loss=0.00078, Wa=1.2612, Wb=1.2328
updates=547, Epoch=68, minibatch=2, loss=0.00084, Wa=1.2614, Wb=1.2328
updates=548, Epoch=68, minibatch=3, loss=0.00101, Wa=1.2615, Wb=1.2338
updates=549, Epoch=68, minibatch=4, loss=0.00095, Wa=1.2610, Wb=1.2335
updates=550, Epoch=68, minibatch=5, loss=0.00090, Wa=1.2612, Wb=1.2345
updates=551, Epoch=68, minibatch=6, loss=0.00088, Wa=1.2611, Wb=1.2335
updates=552, Epoch=68, minibatch=7, loss=0.00075, Wa=1.2612, Wb=1.2327
updates=553, Epoch=69, minibatch=0, loss=0.00081, Wa=1.2612, Wb=1.2309
updates=554, Epoch=69, minibatch=1, loss=0.00073, Wa=1.2612, Wb=1.2316
updates=555, Epoch=69, minibatch=2, loss=0.00105, Wa=1.2613, Wb=1.2324
updates=556, Epoch=69, minibatch=3, loss=0.00078, Wa=1.2614, Wb=1.2333
updates=557, Epoch=69, minibatch=4, loss=0.00093, Wa=1.2613, Wb=1.2328
updates=558, Epoch=69, minibatch=5, loss=0.00113, Wa=1.2613, Wb=1.2313
updates=559, Epoch=69, minibatch=6, loss=0.00085, Wa=1.2615, Wb=1.2329
updates=560, Epoch=69, minibatch=7, loss=0.00080, Wa=1.2612, Wb=1.2313
updates=561, Epoch=70, minibatch=0, loss=0.00075, Wa=1.2611, Wb=1.2316
updates=562, Epoch=70, minibatch=1, loss=0.00076, Wa=1.2612, Wb=1.2321
updates=563, Epoch=70, minibatch=2, loss=0.00103, Wa=1.2614, Wb=1.2335
updates=564, Epoch=70, minibatch=3, loss=0.00106, Wa=1.2615, Wb=1.2324
updates=565, Epoch=70, minibatch=4, loss=0.00074, Wa=1.2615, Wb=1.2310
updates=566, Epoch=70, minibatch=5, loss=0.00091, Wa=1.2614, Wb=1.2304
updates=567, Epoch=70, minibatch=6, loss=0.00096, Wa=1.2613, Wb=1.2327
updates=568, Epoch=70, minibatch=7, loss=0.00085, Wa=1.2613, Wb=1.2324
updates=569, Epoch=71, minibatch=0, loss=0.00084, Wa=1.2611, Wb=1.2324
updates=570, Epoch=71, minibatch=1, loss=0.00085, Wa=1.2611, Wb=1.2304
updates=571, Epoch=71, minibatch=2, loss=0.00106, Wa=1.2611, Wb=1.2311
updates=572, Epoch=71, minibatch=3, loss=0.00092, Wa=1.2615, Wb=1.2335
updates=573, Epoch=71, minibatch=4, loss=0.00096, Wa=1.2616, Wb=1.2340
updates=574, Epoch=71, minibatch=5, loss=0.00079, Wa=1.2616, Wb=1.2333
updates=575, Epoch=71, minibatch=6, loss=0.00085, Wa=1.2614, Wb=1.2332
updates=576, Epoch=71, minibatch=7, loss=0.00079, Wa=1.2610, Wb=1.2330
updates=577, Epoch=72, minibatch=0, loss=0.00082, Wa=1.2609, Wb=1.2320
updates=578, Epoch=72, minibatch=1, loss=0.00090, Wa=1.2608, Wb=1.2309
updates=579, Epoch=72, minibatch=2, loss=0.00103, Wa=1.2606, Wb=1.2302
updates=580, Epoch=72, minibatch=3, loss=0.00085, Wa=1.2608, Wb=1.2312
updates=581, Epoch=72, minibatch=4, loss=0.00083, Wa=1.2608, Wb=1.2317
updates=582, Epoch=72, minibatch=5, loss=0.00099, Wa=1.2612, Wb=1.2311
updates=583, Epoch=72, minibatch=6, loss=0.00081, Wa=1.2612, Wb=1.2332
updates=584, Epoch=72, minibatch=7, loss=0.00081, Wa=1.2611, Wb=1.2346
updates=585, Epoch=73, minibatch=0, loss=0.00091, Wa=1.2612, Wb=1.2337
updates=586, Epoch=73, minibatch=1, loss=0.00102, Wa=1.2609, Wb=1.2334
updates=587, Epoch=73, minibatch=2, loss=0.00082, Wa=1.2609, Wb=1.2331
updates=588, Epoch=73, minibatch=3, loss=0.00089, Wa=1.2609, Wb=1.2325
updates=589, Epoch=73, minibatch=4, loss=0.00092, Wa=1.2609, Wb=1.2324
updates=590, Epoch=73, minibatch=5, loss=0.00082, Wa=1.2610, Wb=1.2326
updates=591, Epoch=73, minibatch=6, loss=0.00089, Wa=1.2609, Wb=1.2326
updates=592, Epoch=73, minibatch=7, loss=0.00077, Wa=1.2610, Wb=1.2328
updates=593, Epoch=74, minibatch=0, loss=0.00104, Wa=1.2613, Wb=1.2330
updates=594, Epoch=74, minibatch=1, loss=0.00076, Wa=1.2617, Wb=1.2365
updates=595, Epoch=74, minibatch=2, loss=0.00104, Wa=1.2616, Wb=1.2344
updates=596, Epoch=74, minibatch=3, loss=0.00085, Wa=1.2615, Wb=1.2347
updates=597, Epoch=74, minibatch=4, loss=0.00085, Wa=1.2615, Wb=1.2324
updates=598, Epoch=74, minibatch=5, loss=0.00084, Wa=1.2611, Wb=1.2301
updates=599, Epoch=74, minibatch=6, loss=0.00090, Wa=1.2613, Wb=1.2290
updates=600, Epoch=74, minibatch=7, loss=0.00081, Wa=1.2612, Wb=1.2317
updates=601, Epoch=75, minibatch=0, loss=0.00084, Wa=1.2611, Wb=1.2321
updates=602, Epoch=75, minibatch=1, loss=0.00099, Wa=1.2612, Wb=1.2323
updates=603, Epoch=75, minibatch=2, loss=0.00083, Wa=1.2613, Wb=1.2332
updates=604, Epoch=75, minibatch=3, loss=0.00093, Wa=1.2611, Wb=1.2331
updates=605, Epoch=75, minibatch=4, loss=0.00080, Wa=1.2612, Wb=1.2337
updates=606, Epoch=75, minibatch=5, loss=0.00100, Wa=1.2611, Wb=1.2334
updates=607, Epoch=75, minibatch=6, loss=0.00094, Wa=1.2610, Wb=1.2333
updates=608, Epoch=75, minibatch=7, loss=0.00072, Wa=1.2611, Wb=1.2307
updates=609, Epoch=76, minibatch=0, loss=0.00099, Wa=1.2611, Wb=1.2315
updates=610, Epoch=76, minibatch=1, loss=0.00091, Wa=1.2612, Wb=1.2295
updates=611, Epoch=76, minibatch=2, loss=0.00083, Wa=1.2613, Wb=1.2309
updates=612, Epoch=76, minibatch=3, loss=0.00084, Wa=1.2616, Wb=1.2317
updates=613, Epoch=76, minibatch=4, loss=0.00070, Wa=1.2613, Wb=1.2330
updates=614, Epoch=76, minibatch=5, loss=0.00083, Wa=1.2614, Wb=1.2319
updates=615, Epoch=76, minibatch=6, loss=0.00104, Wa=1.2614, Wb=1.2323
